reporter_code,partner_code,commodity_code,year,trade_flow,value_usd,quantity_kg
CAN,W00,30,2018,Import,1797998.95,
CAN,W00,30,2018,Export,7887360995.93,
ITA,W00,27,2013,Import,95523100237.0,
ITA,W00,27,2013,Export,23151524035.0,
ITA,W00,27,2014,Import,77453510613.0,
ITA,W00,27,2014,Export,19713356285.0,
ITA,W00,27,2015,Import,52324021024.3,
ITA,W00,27,2015,Export,14681841425.29,
ITA,W00,27,2016,Import,41656513351.17,
ITA,W00,27,2016,Export,11963783593.69,
ITA,W00,27,2017,Import,54137029394.0,
ITA,W00,27,2017,Export,16178532138.63,
ITA,W00,27,2018,Import,67604093831.21,
ITA,W00,27,2018,Export,18354871222.53,
ITA,W00,27,2019,Import,58485181702.75,
ITA,W00,27,2019,Export,15733559438.52,
ITA,W00,27,2020,Export,10181646597.2,
ITA,W00,27,2020,Import,35762960220.64,
ITA,W00,27,2021,Export,18338887095.46,
ITA,W00,27,2021,Import,75604145522.16,
ITA,W00,27,2022,Export,31299350823.58,
ITA,W00,27,2022,Import,148174473958.31,
ITA,W00,27,2023,Export,23817226681.6,
ITA,W00,27,2023,Import,93651338967.78,
ITA,W00,84,2013,Import,40556165547.0,
ITA,W00,84,2013,Export,103966505947.0,
ITA,W00,84,2014,Export,107641638039.0,
ITA,W00,84,2014,Import,43236908401.0,
ITA,W00,84,2015,Export,92300189069.53,
ITA,W00,84,2015,Import,39271845126.63,
ITA,W00,84,2016,Export,92351125254.68,
ITA,W00,84,2016,Import,41114627321.5,
ITA,W00,84,2017,Export,99643580489.79,
ITA,W00,84,2017,Import,44665235867.06,
ITA,W00,84,2018,Export,107031423273.34,
ITA,W00,84,2018,Import,48779305186.12,
ITA,W00,84,2019,Import,46789827364.45,
ITA,W00,84,2019,Export,101895773449.33,
ITA,W00,84,2020,Export,91235635284.48,
ITA,W00,84,2020,Import,43750924190.96,
ITA,W00,84,2021,Export,108719127029.79,
ITA,W00,84,2021,Import,54691948454.73,
ITA,W00,84,2022,Export,106096388410.66,
ITA,W00,84,2022,Import,58607395777.72,
ITA,W00,84,2023,Export,116733454517.85,
ITA,W00,84,2023,Import,58512935402.09,
ITA,W00,85,2013,Import,32600457269.0,
ITA,W00,85,2013,Export,29269460275.0,
ITA,W00,85,2014,Export,30006619434.0,
ITA,W00,85,2014,Import,32675134771.0,
ITA,W00,85,2015,Export,27398047366.72,
ITA,W00,85,2015,Import,31443186872.32,
ITA,W00,85,2016,Export,27748160309.49,
ITA,W00,85,2016,Import,31432020116.59,
ITA,W00,85,2017,Export,30296870178.73,
ITA,W00,85,2017,Import,34594813688.05,
ITA,W00,85,2018,Export,34038753639.57,
ITA,W00,85,2018,Import,38220033795.5,
ITA,W00,85,2019,Import,36921931465.22,
ITA,W00,85,2019,Export,32139285414.0,
ITA,W00,85,2020,Export,31122763193.56,
ITA,W00,85,2020,Import,36364995376.0,
ITA,W00,85,2021,Export,38197344730.58,
ITA,W00,85,2021,Import,47720292316.05,
ITA,W00,85,2022,Export,40912748578.38,
ITA,W00,85,2022,Import,56000731861.98,
ITA,W00,85,2023,Export,44272110277.76,
ITA,W00,85,2023,Import,55273726434.53,
ITA,W00,87,2013,Import,32752649168.0,
ITA,W00,87,2013,Export,37551635744.0,
ITA,W00,87,2014,Export,38539940526.0,
ITA,W00,87,2014,Import,36164800946.0,
ITA,W00,87,2015,Export,38026629348.0,
ITA,W00,87,2015,Import,36370171629.65,
ITA,W00,87,2016,Export,39447246311.67,
ITA,W00,87,2016,Import,43593473930.94,
ITA,W00,87,2017,Export,43921093870.71,
ITA,W00,87,2017,Import,48730864713.9,
ITA,W00,87,2018,Export,45222518455.94,
ITA,W00,87,2018,Import,51209438547.31,
ITA,W00,87,2019,Import,48374049136.56,
ITA,W00,87,2019,Export,41944720133.71,
ITA,W00,87,2020,Export,38333384033.75,
ITA,W00,87,2020,Import,38378023220.17,
ITA,W00,87,2021,Export,45778485174.67,
ITA,W00,87,2021,Import,45335201356.68,
ITA,W00,87,2022,Export,45545016066.85,
ITA,W00,87,2022,Import,47032841997.26,
ITA,W00,87,2023,Export,53836285956.7,
ITA,W00,87,2023,Import,61524445748.18,
ITA,W00,30,2013,Import,21256387065.0,
ITA,W00,30,2013,Export,23577737913.0,
ITA,W00,30,2014,Export,25266871004.0,
ITA,W00,30,2014,Import,21543741450.0,
ITA,W00,30,2015,Export,19803433882.66,
ITA,W00,30,2015,Import,20628186915.22,
ITA,W00,30,2016,Export,21245941267.54,
ITA,W00,30,2016,Import,21338026827.6,
ITA,W00,30,2017,Import,23481446765.52,
ITA,W00,30,2017,Export,25518247382.45,
ITA,W00,30,2018,Export,27750561501.07,
ITA,W00,30,2018,Import,26823186226.09,
ITA,W00,30,2019,Import,27210952254.0,
ITA,W00,30,2019,Export,33658851519.81,
ITA,W00,30,2020,Export,36068950153.29,
ITA,W00,30,2020,Import,28544856164.58,
ITA,W00,30,2021,Export,36715910054.33,
ITA,W00,30,2021,Import,30829217951.17,
ITA,W00,30,2022,Export,47643016828.72,
ITA,W00,30,2022,Import,34710077621.66,
ITA,W00,30,2023,Import,32730945644.73,
ITA,W00,30,2023,Export,50320671546.81,
CHN,W00,27,2013,Import,315232251704.0,
CHN,W00,27,2013,Export,33799247525.0,
CHN,W00,27,2014,Import,316787667435.0,
CHN,W00,27,2014,Export,34451695358.0,
CHN,W00,27,2015,Import,198600749043.0,
CHN,W00,27,2015,Export,27903739800.0,
CHN,W00,27,2016,Import,176535890009.0,
CHN,W00,27,2016,Export,26873527146.0,
CHN,W00,84,2013,Export,383152557937.0,
CHN,W00,84,2013,Import,170570902764.0,
CHN,W00,84,2014,Export,400834160171.0,
CHN,W00,84,2014,Import,179377720776.0,
CHN,W00,84,2015,Import,2000.0,
CHN,W00,84,2015,Export,364276141584.0,
CHN,W00,84,2016,Import,1500.0,
CHN,W00,85,2013,Export,561288340171.0,
CHN,W00,85,2013,Import,439417537411.0,
CHN,W00,85,2014,Export,570924485664.0,
CHN,W00,85,2014,Import,424319487541.0,
CHN,W00,85,2015,Import,2200.0,
CHN,W00,85,2015,Export,594325410786.0,
CHN,W00,85,2016,Import,3113.0,
CHN,W00,87,2013,Export,58549754177.0,
CHN,W00,87,2013,Import,74147799378.0,
CHN,W00,87,2014,Export,64192712762.0,
CHN,W00,87,2014,Import,89509494334.0,
CHN,W00,87,2015,Import,3847.0,
CHN,W00,87,2015,Export,62600002447.0,
CHN,W00,87,2016,Import,4128.0,
CHN,W00,87,2016,Export,60145135152.0,
CHN,W00,30,2013,Export,6207562235.0,
CHN,W00,30,2013,Import,15096014504.0,
CHN,W00,30,2014,Export,6591591943.0,
CHN,W00,30,2014,Import,17752094502.0,
CHN,W00,30,2015,Import,66148.0,
CHN,W00,30,2015,Export,6940730995.0,
CHN,W00,30,2016,Import,47695752.0,
CHN,W00,30,2016,Export,7011521915.0,
BRA,W00,27,2013,Import,49191541046.0,
BRA,W00,27,2013,Export,22399714464.0,
BRA,W00,27,2014,Import,48375564152.0,
BRA,W00,27,2014,Export,25200772274.0,
BRA,W00,27,2015,Import,28078059493.0,
BRA,W00,27,2015,Export,16545581390.0,
BRA,W00,27,2016,Import,17935115932.0,
BRA,W00,27,2016,Export,13528932694.0,
BRA,W00,27,2017,Import,24373514008.0,
BRA,W00,27,2017,Export,21222937982.0,
BRA,W00,27,2018,Import,29132131854.0,
BRA,W00,27,2018,Export,31694019681.0,
BRA,W00,27,2019,Import,26766484371.0,
BRA,W00,27,2019,Export,30318363731.0,
BRA,W00,27,2020,Import,16737613542.0,
BRA,W00,27,2020,Export,24872571554.0,
BRA,W00,27,2021,Import,31872904464.0,
BRA,W00,27,2021,Export,38353218741.0,
BRA,W00,27,2022,Import,51938939467.0,
BRA,W00,27,2022,Export,56851352868.0,
BRA,W00,27,2023,Import,38983570633.0,
BRA,W00,27,2023,Export,55165415512.0,
BRA,W00,84,2013,Import,37236070636.0,
BRA,W00,84,2013,Export,12313062037.0,
BRA,W00,84,2014,Export,12277804244.0,
BRA,W00,84,2014,Import,33118730119.0,
BRA,W00,84,2015,Export,10818906989.0,
BRA,W00,84,2015,Import,25597223391.0,
BRA,W00,84,2016,Import,21830752701.0,
BRA,W00,84,2016,Export,11017688195.0,
BRA,W00,84,2017,Export,13227951789.0,
BRA,W00,84,2017,Import,21852674855.0,
BRA,W00,84,2018,Export,14331248023.0,
BRA,W00,84,2018,Import,24815128854.0,
BRA,W00,84,2019,Export,12195283488.0,
BRA,W00,84,2019,Import,27004843844.0,
BRA,W00,84,2020,Import,24414770054.0,
BRA,W00,84,2020,Export,8336389249.0,
BRA,W00,84,2021,Import,31332245015.0,
BRA,W00,84,2021,Export,10735744109.0,
BRA,W00,84,2022,Export,12437657854.0,
BRA,W00,84,2022,Import,36260503101.0,
BRA,W00,84,2023,Export,14082336655.0,
BRA,W00,84,2023,Import,35967679850.0,
BRA,W00,85,2013,Import,29423256875.0,
BRA,W00,85,2013,Export,4590484062.0,
BRA,W00,85,2014,Import,28015597411.0,
BRA,W00,85,2014,Export,4209053174.0,
BRA,W00,85,2015,Export,3639955071.0,
BRA,W00,85,2015,Import,21102624002.0,
BRA,W00,85,2016,Import,17504833598.0,
BRA,W00,85,2016,Export,3226944022.0,
BRA,W00,85,2017,Export,3422396095.0,
BRA,W00,85,2017,Import,22100768729.0,
BRA,W00,85,2018,Export,3456146273.0,
BRA,W00,85,2018,Import,23448710217.0,
BRA,W00,85,2019,Export,3453286267.0,
BRA,W00,85,2019,Import,24020264555.0,
BRA,W00,85,2020,Import,22532322795.0,
BRA,W00,85,2020,Export,2962291832.0,
BRA,W00,85,2021,Export,3703780110.0,
BRA,W00,85,2021,Import,29548580306.0,
BRA,W00,85,2022,Export,4304110725.0,
BRA,W00,85,2022,Import,34008409740.0,
BRA,W00,85,2023,Export,4514789954.0,
BRA,W00,85,2023,Import,29758043128.0,
BRA,W00,87,2013,Import,23239324261.0,
BRA,W00,87,2013,Export,14088359079.0,
BRA,W00,87,2014,Export,9807171594.0,
BRA,W00,87,2014,Import,20113857952.0,
BRA,W00,87,2015,Export,9602598262.0,
BRA,W00,87,2015,Import,14009300251.0,
BRA,W00,87,2016,Import,10258490925.0,
BRA,W00,87,2016,Export,10970540103.0,
BRA,W00,87,2017,Export,14724003843.0,
BRA,W00,87,2017,Import,12197019951.0,
BRA,W00,87,2018,Export,12607793155.0,
BRA,W00,87,2018,Import,15574855653.0,
BRA,W00,87,2019,Export,9215858368.0,
BRA,W00,87,2019,Import,14886261550.0,
BRA,W00,87,2020,Import,10075815796.0,
BRA,W00,87,2020,Export,6787332295.0,
BRA,W00,87,2021,Import,15229665618.0,
BRA,W00,87,2021,Export,8950002425.0,
BRA,W00,87,2022,Export,12388325143.0,
BRA,W00,87,2022,Import,17483139193.0,
BRA,W00,87,2023,Export,12624374054.0,
BRA,W00,87,2023,Import,19352874527.0,
BRA,W00,30,2013,Export,1515327022.0,
BRA,W00,30,2013,Import,7585246281.0,
BRA,W00,30,2014,Export,1566077856.0,
BRA,W00,30,2014,Import,7622480683.0,
BRA,W00,30,2015,Export,1330214392.0,
BRA,W00,30,2015,Import,6632333301.0,
BRA,W00,30,2016,Import,6547244966.0,
BRA,W00,30,2016,Export,1201257216.0,
BRA,W00,30,2017,Export,1247232937.0,
BRA,W00,30,2017,Import,6727103665.0,
BRA,W00,30,2018,Export,1186678378.0,
BRA,W00,30,2018,Import,7443801646.0,
BRA,W00,30,2019,Export,1162105018.0,
BRA,W00,30,2019,Import,7534488301.0,
BRA,W00,30,2020,Export,1078398136.0,
BRA,W00,30,2020,Import,7323151275.0,
BRA,W00,30,2021,Import,11380260241.0,
BRA,W00,30,2021,Export,1103180931.0,
BRA,W00,30,2022,Export,1425123936.0,
BRA,W00,30,2022,Import,10288555713.0,
BRA,W00,30,2023,Export,1237328619.0,
BRA,W00,30,2023,Import,11244376560.0,
ZAF,W00,27,2013,Import,22266689378.78,
ZAF,W00,27,2013,Export,10160082544.21,
ZAF,W00,27,2014,Import,23239207929.69,
ZAF,W00,27,2014,Export,9403443999.67,
ZAF,W00,27,2015,Import,13352300185.52,
ZAF,W00,27,2015,Export,7785594533.86,
ZAF,W00,27,2016,Import,10106390004.18,
ZAF,W00,27,2016,Export,7436102175.12,
ZAF,W00,27,2017,Import,12264043924.33,
ZAF,W00,27,2017,Export,10564064659.8,
ZAF,W00,27,2018,Import,17164149603.94,
ZAF,W00,27,2018,Export,10054720580.29,
ZAF,W00,27,2019,Import,14840987003.6,
ZAF,W00,27,2019,Export,8780495853.61,
ZAF,W00,27,2020,Import,9624700919.11,
ZAF,W00,27,2020,Export,6900700404.49,
ZAF,W00,27,2021,Import,15483654591.0,
ZAF,W00,27,2021,Export,10512502104.55,
ZAF,W00,27,2022,Import,25498412167.28,
ZAF,W00,27,2022,Export,17373247653.6,
ZAF,W00,27,2023,Import,22459628528.37,
ZAF,W00,27,2023,Export,11855076704.89,
ZAF,W00,84,2013,Export,6732941202.17,
ZAF,W00,84,2013,Import,14908198018.12,
ZAF,W00,84,2014,Export,6629774124.58,
ZAF,W00,84,2014,Import,13306569804.2,
ZAF,W00,84,2015,Export,5728197741.31,
ZAF,W00,84,2015,Import,11819341709.44,
ZAF,W00,84,2016,Export,5191783614.49,
ZAF,W00,84,2016,Import,10307898208.87,
ZAF,W00,84,2017,Import,10981813934.62,
ZAF,W00,84,2017,Export,5369148949.83,
ZAF,W00,84,2018,Export,5799223733.02,
ZAF,W00,84,2018,Import,11486905083.25,
ZAF,W00,84,2019,Import,11195299374.03,
ZAF,W00,84,2019,Export,5480309026.67,
ZAF,W00,84,2020,Import,9064537028.76,
ZAF,W00,84,2020,Export,4937261731.37,
ZAF,W00,84,2021,Import,11292101222.44,
ZAF,W00,84,2021,Export,6620541831.21,
ZAF,W00,84,2022,Export,6630834711.61,
ZAF,W00,84,2022,Import,12494491352.56,
ZAF,W00,84,2023,Export,6292592869.66,
ZAF,W00,84,2023,Import,12869330999.89,
ZAF,W00,85,2013,Export,2254510323.58,
ZAF,W00,85,2013,Import,10510086944.56,
ZAF,W00,85,2014,Export,2475927466.76,
ZAF,W00,85,2014,Import,9661366876.66,
ZAF,W00,85,2015,Export,2134033992.28,
ZAF,W00,85,2015,Import,9527390167.48,
ZAF,W00,85,2016,Export,1835359492.59,
ZAF,W00,85,2016,Import,8121595008.12,
ZAF,W00,85,2017,Export,1803631126.12,
ZAF,W00,85,2017,Import,8499467407.35,
ZAF,W00,85,2018,Import,8626053793.85,
ZAF,W00,85,2018,Export,1815782951.82,
ZAF,W00,85,2019,Export,1746613736.8,
ZAF,W00,85,2019,Import,8551899119.73,
ZAF,W00,85,2020,Export,1518322997.55,
ZAF,W00,85,2020,Import,7074622466.12,
ZAF,W00,85,2021,Import,8613737281.56,
ZAF,W00,85,2021,Export,1695136486.52,
ZAF,W00,85,2022,Import,10419505477.19,
ZAF,W00,85,2022,Export,1879144712.45,
ZAF,W00,85,2023,Import,12327121583.11,
ZAF,W00,85,2023,Export,1999494902.48,
ZAF,W00,87,2013,Import,9167071433.91,
ZAF,W00,87,2013,Export,8251905612.37,
ZAF,W00,87,2014,Export,8781662424.95,
ZAF,W00,87,2014,Import,8184832485.62,
ZAF,W00,87,2015,Import,7163592371.55,
ZAF,W00,87,2015,Export,9177925775.87,
ZAF,W00,87,2016,Export,9201630701.56,
ZAF,W00,87,2016,Import,5808502059.1,
ZAF,W00,87,2017,Export,9772859684.62,
ZAF,W00,87,2017,Import,6985329983.29,
ZAF,W00,87,2018,Export,10841091337.51,
ZAF,W00,87,2018,Import,7034386763.18,
ZAF,W00,87,2019,Export,11400910791.25,
ZAF,W00,87,2019,Import,6881488276.21,
ZAF,W00,87,2020,Export,8377803555.08,
ZAF,W00,87,2020,Import,4388219250.09,
ZAF,W00,87,2021,Import,6297605273.68,
ZAF,W00,87,2021,Export,10633949580.27,
ZAF,W00,87,2022,Import,8334646307.57,
ZAF,W00,87,2022,Export,11070354250.32,
ZAF,W00,87,2023,Export,12723940212.51,
ZAF,W00,87,2023,Import,8373932240.3,
ZAF,W00,30,2013,Export,432958526.57,
ZAF,W00,30,2013,Import,2273715068.17,
ZAF,W00,30,2014,Import,2068703957.96,
ZAF,W00,30,2014,Export,429569875.08,
ZAF,W00,30,2015,Import,2166566665.41,
ZAF,W00,30,2015,Export,399844301.77,
ZAF,W00,30,2016,Import,1897866128.96,
ZAF,W00,30,2016,Export,421327231.83,
ZAF,W00,30,2017,Export,450588611.65,
ZAF,W00,30,2017,Import,2237723761.35,
ZAF,W00,30,2018,Import,2477321282.08,
ZAF,W00,30,2018,Export,426031985.53,
ZAF,W00,30,2019,Export,433540325.14,
ZAF,W00,30,2019,Import,2408616816.87,
ZAF,W00,30,2020,Export,393280405.06,
ZAF,W00,30,2020,Import,2409133447.95,
ZAF,W00,30,2021,Export,747549343.8,
ZAF,W00,30,2021,Import,3061087487.85,
ZAF,W00,30,2022,Export,722619881.07,
ZAF,W00,30,2022,Import,2528186419.89,
ZAF,W00,30,2023,Export,451356450.66,
ZAF,W00,30,2023,Import,2414251551.23,
MEX,W00,27,2013,Import,32909496374.0,
MEX,W00,27,2013,Export,48679871755.0,
MEX,W00,27,2014,Import,33228779319.0,
MEX,W00,27,2014,Export,41572869307.0,
MEX,W00,27,2015,Import,26455515248.0,
MEX,W00,27,2015,Export,22508759352.0,
MEX,W00,27,2016,Import,25087107285.0,
MEX,W00,27,2016,Export,18123837782.0,
MEX,W00,27,2017,Import,35531179626.0,
MEX,W00,27,2017,Export,22734592648.0,
MEX,W00,27,2018,Import,46331849064.0,
MEX,W00,27,2018,Export,29763520691.0,
MEX,W00,27,2019,Import,40959928444.0,
MEX,W00,27,2019,Export,24962308217.0,
MEX,W00,27,2020,Import,25107261964.0,
MEX,W00,27,2020,Export,16632495299.0,
MEX,W00,27,2021,Import,42987829662.0,
MEX,W00,27,2021,Export,27826897239.0,
MEX,W00,27,2022,Import,62903309545.0,
MEX,W00,27,2022,Export,37694492431.0,
MEX,W00,27,2023,Import,50049279927.0,
MEX,W00,27,2023,Export,32565167027.0,
MEX,W00,84,2013,Import,62449966997.0,
MEX,W00,84,2013,Export,53952514890.0,
MEX,W00,84,2014,Export,60326931942.0,
MEX,W00,84,2014,Import,65572130050.0,
MEX,W00,84,2015,Export,58905620008.0,
MEX,W00,84,2015,Import,67685896944.0,
MEX,W00,84,2016,Import,67085369081.0,
MEX,W00,84,2016,Export,61688215263.0,
MEX,W00,84,2017,Export,65890157728.0,
MEX,W00,84,2017,Import,71055768089.0,
MEX,W00,84,2018,Import,77464612572.0,
MEX,W00,84,2018,Export,75387034016.0,
MEX,W00,84,2019,Import,76962088135.0,
MEX,W00,84,2019,Export,80700828197.0,
MEX,W00,84,2020,Export,75448962077.0,
MEX,W00,84,2020,Import,65845497308.0,
MEX,W00,84,2021,Import,79159523574.0,
MEX,W00,84,2021,Export,85299644686.0,
MEX,W00,84,2022,Import,94223150994.0,
MEX,W00,84,2022,Export,103006269345.0,
MEX,W00,84,2023,Export,93499367914.0,
MEX,W00,84,2023,Import,95719336921.0,
MEX,W00,85,2013,Import,83696661173.0,
MEX,W00,85,2013,Export,77836544903.0,
MEX,W00,85,2014,Export,80024072855.0,
MEX,W00,85,2014,Import,85127174287.0,
MEX,W00,85,2015,Import,85413675736.0,
MEX,W00,85,2015,Export,81232512869.0,
MEX,W00,85,2016,Import,84247037781.0,
MEX,W00,85,2016,Export,76446927117.0,
MEX,W00,85,2017,Import,85870182654.0,
MEX,W00,85,2017,Export,81642320215.0,
MEX,W00,85,2018,Export,81924717965.0,
MEX,W00,85,2018,Import,94903074635.0,
MEX,W00,85,2019,Import,94771458496.0,
MEX,W00,85,2019,Export,80021141106.0,
MEX,W00,85,2020,Export,74946344813.0,
MEX,W00,85,2020,Import,82866806186.0,
MEX,W00,85,2021,Import,101171726638.0,
MEX,W00,85,2021,Export,86724102920.0,
MEX,W00,85,2022,Export,97325194037.0,
MEX,W00,85,2022,Import,117278521760.0,
MEX,W00,85,2023,Export,103408031670.0,
MEX,W00,85,2023,Import,121428652288.0,
MEX,W00,87,2013,Import,33393763864.0,
MEX,W00,87,2013,Export,77192991572.0,
MEX,W00,87,2014,Export,85955894900.0,
MEX,W00,87,2014,Import,35735612432.0,
MEX,W00,87,2015,Import,37266625012.0,
MEX,W00,87,2015,Export,90363724571.0,
MEX,W00,87,2016,Import,37244185420.0,
MEX,W00,87,2016,Export,88082308670.0,
MEX,W00,87,2017,Import,41644053204.0,
MEX,W00,87,2017,Export,101740110409.0,
MEX,W00,87,2018,Import,43057650354.0,
MEX,W00,87,2018,Export,115509982878.0,
MEX,W00,87,2019,Export,121281783527.0,
MEX,W00,87,2019,Import,42685203681.0,
MEX,W00,87,2020,Export,100692573572.0,
MEX,W00,87,2020,Import,32067655371.0,
MEX,W00,87,2021,Import,39180045994.0,
MEX,W00,87,2021,Export,114306718060.0,
MEX,W00,87,2022,Import,48287145354.0,
MEX,W00,87,2022,Export,136075854023.0,
MEX,W00,87,2023,Export,156467496446.0,
MEX,W00,87,2023,Import,61274621279.0,
MEX,W00,30,2013,Import,5038339858.0,
MEX,W00,30,2013,Export,1709310994.0,
MEX,W00,30,2014,Export,1846645953.0,
MEX,W00,30,2014,Import,4938808543.0,
MEX,W00,30,2015,Import,4804125675.0,
MEX,W00,30,2015,Export,1958318864.0,
MEX,W00,30,2016,Import,4142724082.0,
MEX,W00,30,2016,Export,1587070882.0,
MEX,W00,30,2017,Import,4241619143.0,
MEX,W00,30,2017,Export,1357767887.0,
MEX,W00,30,2018,Import,4649534323.0,
MEX,W00,30,2018,Export,1539668394.0,
MEX,W00,30,2019,Import,4809350913.0,
MEX,W00,30,2019,Export,1526473085.0,
MEX,W00,30,2020,Export,1453777158.0,
MEX,W00,30,2020,Import,4993474611.0,
MEX,W00,30,2021,Import,6009355111.0,
MEX,W00,30,2021,Export,1796768527.0,
MEX,W00,30,2022,Import,6252206460.0,
MEX,W00,30,2022,Export,2180866009.0,
MEX,W00,30,2023,Export,2340401865.0,
MEX,W00,30,2023,Import,7727470135.0,
